0,31618
1,60814
2,40731
3,5183
4,56164
5,68660
6,65666
7,73041
8,40824
9,4538
10,16981
11,40455
12,14616
13,90790
14,30247
15,20893
16,18515
17,46027
18,67585
19,57810
20,73648
21,47989
22,27833
23,26511
24,77358
25,82765
26,58397
27,38640
28,32907
29,27056
30,28691
31,41243
32,32888
33,4063
34,89962
35,10713
36,53721
37,82948
38,80720
39,79290
40,70199
41,87848
42,34976
43,48238
44,78829
45,73982
46,19525
47,79380
48,57398
49,60661
50,11798
51,62783
52,2835
53,83606
54,89710
55,23104
56,74268
57,15914
58,53425
59,63683
60,44743
61,1935
62,58390
63,51714
64,21477
65,32337
66,28345
67,3634
68,17043
69,17238
70,59848
71,66368
72,56201
73,66447
74,10629
75,63876
76,62553
77,18902
78,51256
79,86905
80,19336
81,18135
82,38355
83,91059
84,49998
85,10204
86,49658
87,52741
88,4796
89,35012
90,48038
91,53309
92,45142
93,18782
94,2881
95,21597
96,74718
97,18211
98,70695
99,68324
100,9944
101,4026
102,68628
103,42316
104,64135
105,26845
106,87172
107,24136
108,20444
109,78988
110,16649
111,85085
112,17524
113,86445
114,17855
115,35519
116,63806
117,43779
118,59202
119,47048
120,54783
121,14938
122,48794
123,35597
124,26260
125,60504
126,22329
127,55985
128,88546
129,20802
130,4526
131,74407
132,29020
133,82787
134,91211
135,75859
136,73576
137,57252
138,89086
139,5274
140,45986
141,1236
142,17615
143,50237
144,46168
145,80836
146,1878
147,5729
148,17318
149,81697
150,62200
151,13907
152,90079
153,58764
154,57660
155,44897
156,62497
157,48874
158,36434
159,58665
160,17403
161,88719
162,27228
163,42580
164,30322
165,13612
166,44671
167,29141
168,25267
169,85865
170,19982
171,57739
172,11832
173,436
174,77769
175,25887
176,80575
177,56375
178,33837
179,53450
180,45373
181,83127
182,41669
183,26363
184,80255
185,85524
186,3852
187,23282
188,14707
189,89776
190,27099
191,72056
192,68220
193,59399
194,25620
195,9428
196,36872
197,70513
198,7446
199,12048
200,71129
201,16479
202,25160
203,41145
204,26738
205,73014
206,56752
207,33284
208,17767
209,58395
210,73429
211,14531
212,28070
213,53552
214,78901
215,74242
216,78698
217,47273
218,17047
219,1505
220,62438
221,51249
222,9329
223,86687
224,66368
225,45304
226,88058
227,25243
228,83702
229,13956
230,52540
231,6857
232,24851
233,42464
234,72417
235,58943
236,55138
237,82825
238,20024
239,65457
240,14408
241,72813
242,26811
243,33108
244,86589
245,77125
246,24104
247,1025
248,89240
249,72143
250,83016
251,2334
252,15152
253,45562
254,5835
255,38168
256,20087
257,75427
258,67055
259,39524
260,25684
261,30061
262,51217
263,9075
264,20793
265,56077
266,31261
267,60835
268,16926
269,14660
270,70724
271,4157
272,9275
273,54094
274,42115
275,52524
276,17272
277,15849
278,45771
279,34047
280,77446
281,21850
282,78917
283,7288
284,62790
285,41908
286,62635
287,2445
288,34512
289,79870
290,59436
291,61519
292,72447
293,16010
294,4973
295,71318
296,11997
297,40118
298,9913
299,69012
300,13184
301,45530
302,3943
303,49253
304,87263
305,64684
306,7414
307,69179
308,48122
309,26069
310,68464
311,56444
312,18705
313,53993
314,33610
315,73625
316,8902
317,63361
318,27419
319,88088
320,4129
321,34788
322,34004
323,63193
324,54912
325,57569
326,68340
327,62900
328,88001
329,64016
330,34207
331,85568
332,55662
333,48038
334,72407
335,82970
336,6071
337,32917
338,18358
339,49521
340,73296
341,13188
342,63395
343,38183
344,64777
345,69519
346,45328
347,33758
348,70252
349,24004
350,86165
351,52997
352,53819
353,35766
354,23977
355,25975
356,22295
357,42775
358,2568
359,4767
360,38808
361,5589
362,38038
363,46463
364,33557
365,36413
366,500
367,45196
368,58900
369,2379
370,18362
371,49922
372,60634
373,42903
374,27329
375,89188
376,6642
377,27237
378,4042
379,24645
380,80542
381,59755
382,52270
383,64009
384,42544
385,67866
386,5037
387,48610
388,71171
389,4666
390,3864
391,28
392,36967
393,40436
394,32286
395,24985
396,71385
397,69189
398,53702
399,63614
400,59623
401,24639
402,20507
403,52322
404,19958
405,41216
406,4018
407,74308
408,59745
409,90576
410,29568
411,86314
412,51904
413,9746
414,88305
415,77645
416,37621
417,61642
418,89688
419,20679
420,32805
421,46659
422,49845
423,23012
424,2723
425,14477
426,75262
427,68091
428,67581
429,10476
430,36204
431,54090
432,38676
433,84649
434,67456
435,36127
436,34813
437,66900
438,54083
439,69537
440,6394
441,12600
442,44799
443,85387
444,38923
445,61925
446,48534
447,58829
448,60194
449,13967
450,4319
451,65901
452,35000
453,88068
454,62038
455,60823
456,26163
457,75171
458,66251
459,89509
460,21871
461,3973
462,65937
463,53146
464,46948
465,52582
466,67356
467,42995
468,63706
469,20364
470,43612
471,81971
472,4574
473,17454
474,47629
475,30777
476,28586
477,54422
478,17531
479,79737
480,48797
481,44085
482,72491
483,32447
484,57309
485,6695
486,85055
487,43130
488,19230
489,3182
490,59990
491,88056
492,15494
493,85643
494,63410
495,47036
496,52914
497,46958
498,78214
499,48450
500,59140
501,85402
502,75686
503,82985
504,55077
505,83295
506,73495
507,42881
508,74880
509,52675
510,18089
511,22025
512,28550
513,30790
514,16019
515,24763
516,37768
517,61244
518,52078
519,69499
520,15954
521,70158
522,85758
523,37462
524,9558
525,28209
526,57129
527,76313
528,86126
529,89394
530,1385
531,86872
532,4838
533,12581
534,22373
535,49679
536,42906
537,32471
538,49374
539,60718
540,6280
541,6363
542,32959
543,11986
544,87848
545,45900
546,28390
547,6579
548,54648
549,59630
550,179
551,9940
552,89216
553,77382
554,38350
555,51068
556,258
557,18419
558,4412
559,45763
560,83868
561,85619
562,12636
563,61311
564,32687
565,49731
566,57261
567,54509
568,69839
569,69348
570,72450
571,37895
572,64924
573,5472
574,27776
575,89855
576,76601
577,3055
578,21441
579,91142
580,75711
581,42928
582,72321
583,31766
584,90974
585,80922
586,60584
587,54114
588,7012
589,52531
590,80302
591,29918
592,77694
593,43530
594,20872
595,64913
596,78340
597,5624
598,21216
599,66280
600,15889
601,49763
602,61032
603,45379
604,24946
605,20842
606,13801
607,33365
608,75230
609,24209
610,19026
611,51303
612,42442
613,16042
614,6839
615,42476
616,45240
617,49050
618,23371
619,61390
620,72204
621,63744
622,34927
623,19481
624,1896
625,14851
626,33100
627,32990
628,39311
629,14945
630,57323
631,86731
632,40068
633,53924
634,68351
635,46635
636,45472
637,64968
638,86834
639,20554
640,89750
641,69937
642,72813
643,43994
644,51642
645,85195
646,21343
647,69712
648,29386
649,57985
650,84704
651,56260
652,64898
653,74315
654,89784
655,262
656,69271
657,63751
658,53214
659,41648
660,505
661,71952
662,88024
663,20692
664,57121
665,36867
666,70024
667,2807
668,48190
669,3030
670,46309
671,30188
672,66002
673,2096
674,38119
675,63732
676,8690
677,11522
678,74341
679,22055
680,57572
681,67510
682,19099
683,49068
684,26193
685,42530
686,86965
687,65959
688,74049
689,62373
690,26929
691,89966
692,30414
693,75751
694,76721
695,72350
696,14930
697,22415
698,40503
699,19748
700,54305
701,64206
702,84775
703,91056
704,62222
705,45131
706,63129
707,56356
708,4815
709,55739
710,85814
711,26454
712,70229
713,88422
714,85666
715,77295
716,61195
717,74611
718,69017
719,6724
720,63263
721,83609
722,78484
723,37239
724,52373
725,29162
726,68004
727,29040
728,26288
729,36646
730,42451
731,67081
732,62684
733,39802
734,88749
735,73159
736,49691
737,16414
738,28230
739,18001
740,87461
741,85484
742,64412
743,38755
744,62768
745,78159
746,26939
747,51437
748,28977
749,1440
750,87465
751,41524
752,4554
753,23483
754,69457
755,7599
756,43192
757,77413
758,46568
759,74399
760,56062
761,3081
762,86107
763,24153
764,36372
765,58772
766,21104
767,15965
768,27193
769,41538
770,72571
771,37154
772,10850
773,10773
774,11980
775,43540
776,63215
777,58631
778,87559
779,75031
780,17771
781,27084
782,13497
783,52897
784,88655
785,53650
786,69425
787,19945
788,54529
789,39348
790,34933
791,89295
792,40227
793,78939
794,25382
795,8615
796,85253
797,62371
798,24556
799,25365
800,89998
801,64235
802,77746
803,81811
804,30619
805,12098
806,37621
807,28345
808,15496
809,34886
810,71133
811,70006
812,38841
813,47342
814,46385
815,40341
816,84888
817,75197
818,80856
819,15535
820,66710
821,4283
822,90936
823,48055
824,8180
825,32349
826,10050
827,20275
828,17775
829,88143
830,45817
831,83653
832,58000
833,73052
834,89722
835,15286
836,66362
837,76866
838,14310
839,76751
840,16369
841,82117
842,7552
843,54036
844,59809
845,49644
846,43343
847,79601
848,31476
849,36141
850,15262
851,3250
852,30341
853,84903
854,16300
855,27927
856,47246
857,43125
858,52561
859,34922
860,49282
